1.0,1.0e-12,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,6.499470096741871e-10,5.832841673306422e-10,4.978417317794184e-10,6.499498706626563e-10,6.499471467300394e-10,10000.0,6.499470096741871e-10
1.0,1.0e-12,0.0001,10000.0,10000.0,10000.0,10000.0,10000.0,6.499470126750059e-10,5.832840790010165e-10,4.978409219618016e-10,6.499498461194792e-10,6.499471484024536e-10,10000.0,6.499470126750059e-10
1.0,1.0e-12,0.01,10000.0,10000.0,10000.0,10000.0,10000.0,6.499362137503863e-10,5.832731982470266e-10,4.978224792307093e-10,6.499387152902254e-10,6.499363334979431e-10,10000.0,6.499362137503863e-10
1.0,1.0e-12,0.1,10000.0,10000.0,10000.0,10000.0,10000.0,6.498437600835185e-10,5.831879432042694e-10,4.977310390927833e-10,6.49845712396508e-10,6.498438575929832e-10,10000.0,6.498437600835185e-10
1.0,1.0e-12,0.5,10000.0,10000.0,10000.0,10000.0,10000.0,6.494832909341019e-10,5.828613900169993e-10,4.974004009960167e-10,6.494843391960983e-10,6.494833474184279e-10,10000.0,6.494832909341019e-10
1.0,1.0e-12,1.0,10000.0,10000.0,10000.0,10000.0,10000.0,6.491113743097928e-10,5.825279910205363e-10,4.970770507747718e-10,6.491121268109267e-10,6.491114159671639e-10,10000.0,6.491113743097928e-10
1.0,1.0e-8,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,6.501870130326965e-10,5.835887235856605e-10,4.985600402916031e-10,6.502232848147273e-10,6.501881103882544e-10,10000.0,6.501870130326965e-10
1.0,1.0e-8,0.0001,10000.0,10000.0,10000.0,10000.0,10000.0,6.501772723531363e-10,5.835795376687971e-10,4.98552399897693e-10,6.502135269445422e-10,6.501783674819585e-10,10000.0,6.501772723531363e-10
1.0,1.0e-8,0.01,10000.0,10000.0,10000.0,10000.0,10000.0,6.500154684833293e-10,5.834248606151791e-10,4.983906447517624e-10,6.500493011054045e-10,6.50016475870125e-10,10000.0,6.500154684833293e-10
1.0,1.0e-8,0.1,10000.0,10000.0,10000.0,10000.0,10000.0,6.49958773680878e-10,5.83345224637557e-10,4.98131244711808e-10,6.499781716697737e-10,6.499594354541877e-10,10000.0,6.49958773680878e-10
1.0,1.0e-8,0.5,10000.0,10000.0,10000.0,10000.0,10000.0,6.499482662069671e-10,5.833022022349029e-10,4.979231688354997e-10,6.499551408835285e-10,6.499485680157388e-10,10000.0,6.499482662069671e-10
1.0,1.0e-8,1.0,10000.0,10000.0,10000.0,10000.0,10000.0,6.499481984135907e-10,5.832934043994883e-10,4.978800060807014e-10,6.499527550301568e-10,6.499484145234634e-10,10000.0,6.499481984135907e-10
