1.0,1.0e-12,0.0,7816.0,9039.0,3962.0,5107.0,4805.0,3.6480804889225757e-9,9.748702746482202e-9,1.3810016380663913e-8,2.972034546490452e-9,1.8100026665517057e-8,5107.0,9.748702746482202e-9
1.0,1.0e-12,0.0001,7876.0,9177.0,7362.0,5762.0,4820.0,2.638637778851204e-9,7.090264423524552e-9,1.0007465202626599e-8,2.029859914794005e-9,1.4316512912354806e-8,7362.0,7.090264423524552e-9
1.0,1.0e-12,0.01,7955.0,9134.0,7463.0,8823.0,5004.0,2.538210655970779e-10,6.161190689837829e-10,8.325470777963913e-10,3.073711712909007e-10,1.1520608693645801e-9,7955.0,6.161190689837829e-10
1.0,1.0e-12,0.1,10000.0,9216.0,7428.0,8091.0,5092.0,1.2213174172946369e-10,2.8805924202991633e-10,3.8889630643946803e-10,1.5176663795489115e-10,5.52798747757578e-10,8091.0,2.8805924202991633e-10
1.0,1.0e-12,0.5,7886.0,9209.0,9025.0,8817.0,5125.0,6.616487938549594e-11,1.5286152437360758e-10,2.1107271451074267e-10,8.865813807139316e-11,3.319155306465208e-10,8817.0,1.5286152437360758e-10
1.0,1.0e-12,1.0,7865.0,9141.0,10000.0,8835.0,5127.0,6.552511171832772e-11,1.530458588580904e-10,2.1321118151621344e-10,8.986396013461245e-11,3.4803353539145213e-10,8835.0,1.530458588580904e-10
1.0,1.0e-8,0.0,2511.0,3101.0,3729.0,2096.0,2474.0,1.2910810474664333e-6,2.045825155680645e-6,3.801956612534757e-6,1.6250317537688882e-6,2.0709836994451412e-6,2511.0,2.045825155680645e-6
1.0,1.0e-8,0.0001,3846.0,3724.0,3711.0,2095.0,2480.0,8.293867307936138e-7,2.396657385067767e-6,5.700788186827925e-6,1.6973877638713244e-6,2.0265898164440656e-6,3711.0,2.0265898164440656e-6
1.0,1.0e-8,0.01,3973.0,3830.0,3739.0,2101.0,2504.0,1.4982587479465664e-6,1.6057898235058093e-6,2.48310241897165e-6,9.79734749062688e-7,1.6769224105479771e-6,3739.0,1.6057898235058093e-6
1.0,1.0e-8,0.1,5474.0,3944.0,3788.0,2116.0,2504.0,5.361761788799671e-7,7.997905956965334e-7,1.2066738525278238e-6,4.840870738735879e-7,7.769823767382915e-7,3788.0,7.769823767382915e-7
1.0,1.0e-8,0.5,6260.0,6808.0,3783.0,2157.0,2548.0,1.0872490415912664e-7,2.953976673924574e-7,4.2393476155411103e-7,9.80617384278175e-8,2.3735584856094537e-7,3783.0,2.3735584856094537e-7
1.0,1.0e-8,1.0,7675.0,8329.0,3803.0,2189.0,2586.0,5.257224780557424e-8,1.4583409737310273e-7,2.0693091553184606e-7,1.0209323145529329e-7,1.2331799391947078e-7,3803.0,1.2331799391947078e-7
1.0,0.0001,0.0,2350.0,869.0,477.0,402.0,338.0,0.0004315746787557556,0.00027330942463954305,0.00019557976509890912,0.0002605627120124662,0.00032877585814014657,477.0,0.00027330942463954305
1.0,0.0001,0.0001,2389.0,903.0,513.0,434.0,411.0,0.00018128974657977967,0.00030030089975662536,0.00017000347385115786,0.0005270699757396614,0.00014550603576798376,513.0,0.00018128974657977967
1.0,0.0001,0.01,3843.0,3115.0,3833.0,2076.0,4842.0,3.906419006879268e-6,5.132668731832406e-6,8.454102984129205e-6,7.760971194782814e-6,1.4444956837752664e-5,3833.0,7.760971194782814e-6
1.0,0.0001,0.1,3837.0,3124.0,2300.0,2037.0,1782.0,2.547126042722014e-6,3.865306836715188e-6,9.067395161064069e-6,2.618300297672328e-6,4.432396769783213e-6,2300.0,3.865306836715188e-6
1.0,0.0001,0.5,3848.0,3741.0,2266.0,2028.0,1755.0,1.1287995207655855e-6,4.25030583351819e-6,6.987303764785403e-6,4.1607385221711375e-6,5.027774133391924e-6,2266.0,4.25030583351819e-6
1.0,0.0001,1.0,3857.0,3750.0,2293.0,2031.0,1759.0,1.1845286589309208e-6,4.326424986065576e-6,7.347748402514393e-6,3.95915409955367e-6,4.657237625420659e-6,2293.0,4.326424986065576e-6
1.0,0.01,0.0,297.0,523.0,143.0,132.0,59.0,0.0015916868221048453,0.0088509749285695,0.0014145369357200137,0.003354673234353977,0.0024388578117125127,143.0,0.0024388578117125127
1.0,0.01,0.0001,308.0,534.0,147.0,133.0,60.0,0.005164545279314587,0.00788752468201207,0.0014604030162651688,0.0034778832083620275,0.005238028833222202,147.0,0.005164545279314587
1.0,0.01,0.01,701.0,687.0,281.0,232.0,109.0,0.0014822981329171811,0.001709385689405717,0.00263008133855587,0.0014158868735258576,0.0021507908849484115,281.0,0.001709385689405717
1.0,0.01,0.1,858.0,807.0,577.0,529.0,2439.0,6.637369430263924e-5,9.479804517953476e-5,7.718325364418172e-5,5.838042736266552e-5,0.0001505828957349758,807.0,7.718325364418172e-5
1.0,0.01,0.5,2472.0,975.0,2214.0,2034.0,2437.0,1.1221394914848681e-5,1.0240250985755425e-5,2.050435608877122e-5,8.767872528000915e-6,1.3565335155072404e-5,2214.0,1.1221394914848681e-5
1.0,0.01,1.0,3976.0,3816.0,3708.0,2080.0,2528.0,4.995350159057877e-6,5.095693990142509e-6,9.011649063824332e-6,6.821893866740385e-6,8.760630060453821e-6,3708.0,6.821893866740385e-6
1.0,0.1,0.0,202.0,186.0,63.0,87.0,38.0,0.010410283582671598,0.026666702298945247,0.02517918748400269,0.012111216126647534,0.04052773278831134,87.0,0.02517918748400269
1.0,0.1,0.0001,204.0,189.0,64.0,88.0,38.0,0.015433995974352504,0.017215039655176196,0.01662092891093466,0.014806463625763891,0.03893204787330032,88.0,0.01662092891093466
1.0,0.1,0.01,305.0,484.0,98.0,118.0,51.0,0.004003206848604439,0.013559625050571735,0.015229697412426378,0.0034417428146457235,0.0047711280462047955,118.0,0.0047711280462047955
1.0,0.1,0.1,712.0,692.0,216.0,206.0,89.0,0.0017003743154306017,0.001749168530020266,0.0031780966478984654,0.0013318911032648897,0.0022344610771436436,216.0,0.001749168530020266
1.0,0.1,0.5,821.0,775.0,486.0,481.0,937.0,0.0003535000074556038,0.0003893533685518807,0.0003527564104345198,0.0004022159650561531,0.00030877428203827646,775.0,0.0003535000074556038
1.0,0.1,1.0,878.0,815.0,576.0,562.0,2390.0,6.879659186754656e-5,0.0001135541341134698,9.331545690633376e-5,5.909551368806756e-5,0.00016879178204948678,815.0,9.331545690633376e-5
